headword,CEFR,definition
impressionism,B2,인상주의
impressionist,B2,인상파
impressive,B1,인상적인
imprison,B2,투옥하다
imprisonment,B2,투옥
improbable,B2,있을 법하지 않은
improper,B1,부적절한
improperly,B2,부적절하게
improve,A2,개선하다
improved,B2,개선됨
improvement,B1,개선
impulse,B2,충동
impulsive,B2,충동적인
in,A2,~에
in,A1,~에
inaccurate,B2,부정확하다
inadequate,B2,부적당한
inanimate,B2,무생물
inborn,B2,타고난
incense,B2,향
incentive,B2,자극
inch,A2,인치
inch,B2,인치
incident,B1,사건
include,A2,포함하다
including,B1,포함
income,B1,소득
inconvenient,B1,불편한
incorrect,B1,잘못된
increase,B1,증가하다
increase,A2,증가하다
increasingly,B1,더욱 더
incredible,B1,믿을 수 없는
incredibly,B1,엄청나게
incur,B2,입다
incurable,B2,불치의
indebted,B2,빚진
indeed,A2,물론
indefinite article,B1,부정관사
indent,B2,톱니 모양
independence,A2,독립
independent,B1,독립적인
independently,B2,독립적으로
indescribable,B2,형언할 수 없는
index,B2,색인
indicate,A2,나타내다
indifferent,B2,무관심한
indignity,B2,경멸
indirect,B1,간접적인
indirectly,B1,간접적으로
indispensable,B2,없어서는 안될
individual,B1,개인
individual,B2,개인
indoor,A2,실내
indoors,B1,실내
indulge,B2,빠지다
indulgent,B2,제멋대로 하게 하는
industrial,B1,산업의
industrialize/industrialise,B2,산업화하다/산업화하다
industry,B1,산업
ineffective,B2,효과적인
inert,B2,둔한
inevitable,B1,불가피한
inexpensive,A2,저렴하다
inexperienced,B2,경험이 없는
infant,B2,유아
infect,B2,감염시키다
infected,B2,감염된
infection,B1,전염병
infectious,B2,전염성이 있는
infer,B2,미루다
inference,B2,추론
infinitive,B1,부정사
inflammation,B2,염증
inflammatory,B2,염증성
inflate,B2,부풀게 하다
inflation,B2,인플레이션
influence,A2,영향
influence,B2,영향
influential,B2,힘 있는
influenza,B2,인플루엔자
inform,B1,알리다
informal,B2,비공식
information,A1,정보
informative,B1,유익한
infringe,B2,어기다
infringement,B2,위반
ingredient,B1,재료
inhabit,B2,거주하다
inhabitant,B1,주민
inhale,B1,흡입하다
inherit,B2,상속하다
initial,B2,초기의
initial,B1,초기의
initially,B1,처음에는
initiative,B2,계획
inject,B1,주입하다
injection,B2,주입
injure,A2,해치다
injured,B2,다쳐서
injury,B1,부상
ink,B1,잉크
innate,B2,타고난
inner,A2,안의
innermost,B1,가장 깊은 속의
innocent,B1,순결한
innocently,B2,순진하게
innovation,B2,혁신
innovative,B2,혁신적인
innovator,B1,혁신가
input,B2,입력
inquire/enquire,B2,문의하다/문의하다
inquiry/enquiry,B1,문의/문의
insane,B1,정신 이상의
inscribe,B1,쓰다
inscription,B1,명
insect,A2,곤충
inseparable,B2,나눌 수 없는
inside,B2,내부에
inside,A2,내부에
inside,B2,내부에
inside,A1,내부에
insight,B1,통찰력
insist,B1,주장하다
inspect,B2,검사하다
inspection,B1,점검
inspector,B2,검사관
inspiration,A2,영감
inspirational,B2,영감을 주는
inspire,B1,고무하다
install/instal,B1,설치/설치
instance,B1,사례
instant,A2,즉각적인
instantly,B2,곧
instead,A2,대신에
instead of,B1,대신에
instill/instil,B2,주입하다 / 주입하다
instinct,B2,본능
institute,B1,학회
institution,B2,기관
instruct,B2,지시하다
instruction,B1,지침
instructor,B1,강사
instrument,A2,기구
insufficient,B2,불충분하다
insult,B2,모욕
insult,B2,모욕
insurance,B1,보험
integrate,B2,통합하다
intellectual,B2,지적인
intellectual,B2,지적인
intelligence,A2,지능
intelligent,A2,지능적인
intend,B1,의도하다
intense,B1,극심한
intensive,B1,강한
intent,B2,의지
intention,B1,의도
intentionally,B1,의도적으로
interact,B1,상호작용하다
interaction,B1,상호 작용
interactive,B2,대화형
interest,A2,관심
interest,B1,관심
interested,A1,관심 있는
interesting,A1,흥미로운
interfere,B2,간섭하다
interior,B2,내부
intermediate,B1,중급
intermission,B1,중지
internal,B1,내부
international,A2,국제적인
internationally,B1,국제적으로
Internet/internet,A1,인터넷/인터넷
interpersonal,B2,대인관계
interpret,B2,해석하다
interpretation,B2,해석
interpreter,B2,통역사
interrupt,B1,방해하다
interruption,B2,중단
intersection,B2,교차로
interval,B1,간격
interview,A1,회견
interview,B1,회견
interviewee,B1,인터뷰 대상자
interviewer,A1,면접관
intimate,B2,친밀한
into,A1,~ 안으로
intransitive,B2,자동사
intravenous,B2,정맥
introduce,A1,소개하다
introduction,B1,소개
intrude,B2,침입하다
intruder,B2,침입자
intrusion,B2,강요
invade,A2,침략하다
invariable,B2,변함없는
invariably,B2,변함없이
invasion,B1,침입
invent,A2,꾸미다
invention,A2,발명
inventor,B2,발명자
inverted commas,B2,반전된 쉼표
invest,B1,투자하다
investigate,B2,조사하다
investigation,B1,조사
investigator,B2,조사자
investment,B2,투자
investor,B2,투자자
invisible,B2,보이지 않는
invitation,B1,초대
invite,A2,초대하다
invitingly,B2,매력적으로
invoke,B2,부르다
involuntarily,B1,무의식적으로
involve,B1,관련시키다
involved,B1,관련된
involvement,B2,참여
iron,B1,철
iron,B1,철
ironically,B2,아이러니하게도
ironing,B1,다리미질
irrational,B2,비합리적인
irregular,B1,불규칙한
irresistible,B2,꼼짝 못하게 하는
irresistibly,B2,저항할 수 없을 정도로
irresponsible,B2,책임지지 않는
irritate,B1,짜증나게 하다
irritated,B2,짜증나는
irritating,B2,화나게 하는
irritation,B2,짜증나게 하는 것
is,A1,~이다
island,A1,섬
islander,B2,섬사람
isle,B1,섬
isolation,B1,격리
issue,A2,문제
issue,B2,문제
IT,A2,그것
it,A1,그것
italicize/italicise,B2,이탤릭체/이탤릭체
itch,B2,가려움
item,A1,목
its,A1,그것은
its,A1,그것은
itself,A2,그 자체
ivory,B1,상아
jacket,A1,재킷
jade,B1,옥
jail/gaol,B1,감옥/감옥
jam,A2,잼
jam,B2,잼
January,A1,1월
jar,B1,항아리
jaw,B2,턱
jazz,B1,재즈
jealous,B1,질투하는
jealously,B2,질투심 많은
jeans,A1,청바지
jelly,A2,젤리
jeopardize/jeopardise,B2,위태롭게 하다/위태롭게 하다
jet,A1,제트기
jewel,B1,보석
jeweler/jeweller,B2,보석상/보석상
jewelry/jewellery,A1,보석/보석
job,A1,직업
jog,B2,가벼운 흔들림
jog,B1,가벼운 흔들림
jogging,B1,조깅
join,A1,가입하다
joint,B1,관절
joint,B2,관절
joke,A2,농담
joke,B1,농담
journal,B1,신문
journalism,B2,저널리즘
journalist,B1,기자
journey,A2,여행
joy,A2,기쁨
judge,B1,판사
judge,A1,판사
judgment/judgement,B1,판단/판단
judo,B2,유도
jug,B1,조끼
juice,A1,주스
juicy,B1,흥미 진진한
July,A1,칠월
jump,B2,도약
jump,A1,도약
jumper,B1,점퍼
June,A1,6월
jungle,B1,밀림
junior,A2,후진
junk,A2,정크
junk food,B2,정크푸드
juror,B2,배심원
jury,B2,배심
just,A1,단지
justice,B1,정당성
justify,B2,신이 옳다고 하다
kangaroo,B2,캥거루
karaoke,B2,노래방
keen,B2,날카로운
keep,A1,유지하다
keeper,B2,관리인
kerosene,B2,둥유
kettle,B1,주전자
key,A1,열쇠
key,A1,열쇠
keyboard,B1,건반
keystroke,B2,키스트로크
kick,A1,차기
kick,A1,차기
kid,A1,어린이
kid,B1,어린이
kill,A1,죽이다
killer,A2,살인자
killing,B1,죽이는
kilo,A2,킬로
kilogram/kilogramme,A2,킬로그램/킬로그램
kilometer/kilometre,A2,킬로미터/킬로미터
kind,A2,친절한
kind,A1,친절한
kindly,A2,친절한
kindly,B1,친절한
kindness,B1,친절
king,A1,왕
kingdom,A2,왕국
kiss,A1,키스
kiss,B1,키스
kit,A2,전부
kitchen,A1,주방
kite,A1,연
kitten,B1,주방
knee,A1,무릎
kneel,B2,무릎을 꿇다
knife,A1,칼
knit,B1,뜨다
knock,A2,노크
knock,B1,노크
knot,B2,매듭
know,A1,알다
knowingly,B2,알고 있으면서
knowledge,A2,지식
known,B2,알려진
lab,B1,랩
label,B2,상표
labor/labour,A2,노동/노동
laboratory,B1,실혐실
laborer/labourer,B2,노동자/노동자
lack,A2,부족
lack,B2,부족
ladder,B1,사다리
lady,A1,숙녀
lake,A2,호수
lamb,B1,양고기
lame,B2,절뚝거리는
lamp,A2,램프
lance,B2,창
land,B1,땅
land,A2,땅
landing,B2,착륙
landlady,B2,여주인
landlord,B1,주인
landscape,A2,풍경
landslide,B2,산사태
lane,A2,레인
language,A1,언어
lap,B2,무릎
laptop,B2,랩탑
large,A1,크기가 큰
largely,B1,크게
lark,B2,종달새
laser,B2,원자 램프
last,B1,마지막
last,A2,마지막
last,A2,마지막
last,B1,마지막
last minute,B2,마지막 순간
last name,A1,성
lasting,B1,일종의 튼튼한 나사
lastly,B2,마지막으로
last-minute,B2,막바지
late,A1,늦은
late,A1,늦은
latecomer,B1,후각
lately,B1,최근에
later,B2,나중에
later,A1,나중에
latest,A2,최신
latter,B2,후자
latter,A2,후자
latter,A2,후자
laugh,B1,웃다
laugh,A1,웃다
laughter,B1,웃음
launch,B1,시작하다
laundry,B2,빨래
lava,B2,용암
law,A2,법
lawful,B1,적법한
lawmaker,B2,입법자
lawn,B2,잔디
lawsuit,B2,소송
lawyer,A2,변호사
lay,B1,놓다
layabout,B2,부랑자
layer,B1,층
laziness,A2,게으름
lazy,A1,게으른
lead,B1,선두
lead,A2,선두
lead,B1,선두
leader,A1,지도자
leadership,B1,지도
leading,B1,주요한
leaf,A1,잎
leaflet,B2,전단
league,B1,리그
leak,B2,새다
leak,B2,새다
lean,B1,기대다
lean,B2,기대다
leap,B2,뛰다
leap,B1,뛰다
learn,A1,배우다
learner,A2,학습자
learning,B2,학습
lease,B2,임차권
leash,B2,속박
least,B1,최소
least,A2,최소
least,B2,최소
leather,A2,가죽
leave,B1,떠나다
leave,A1,떠나다
lecture,B1,강의
lecturer,B2,강사
leek,B2,부추
left,A1,왼쪽
left,A2,왼쪽
left,A2,왼쪽
left-hand,A2,왼손
leg,A1,다리
legal,B1,합법적인
legally,B1,합법적으로
legend,B2,전설
legendary,B2,전설적인
legislate,B2,입법하다
legislation,B2,법률 제정
legislative,B2,입법
legislator,B2,입법자
legislature,B2,입법부
legitimate,B2,정당한
leisure,A2,여가
leisurely,B2,여유 있는
lemon,A2,레몬
lemonade,A2,레모네이드
lend,A2,빌려주다
length,B1,길이
lengthen,B2,길게 하다
lengthy,B2,긴
leopard,B2,표범
less,A2,더 적은
less,A2,더 적은
less,A2,더 적은
lessen,B1,얕보다
lesson,A1,수업
lest,B2,...하지 않도록
let,A1,허락하다
letter,A1,편지
lettuce,B1,상추
level,B1,수준
level,A2,수준
level,B2,수준
liar,B1,거짓말쟁이
liberal,B2,많은
liberate,B1,뜻 검색 실패
liberation,B1,해방
liberty,A2,자유
librarian,B1,사서
library,A1,도서관
license/licence,A2,면허증/면허
lick,B2,핥다
lid,B2,뚜껑
lie,B1,거짓말하다
lie,A2,거짓말하다
life,A1,삶
lifeguard,B1,근위대
lifeless,B2,생명이 없는
lifelong,B1,평생
lifestyle,A2,뜻 검색 실패
lifetime,B2,일생
lift,B1,승강기
lift,B1,승강기
light,A1,뜻 검색 실패
light,A1,빛
light,B1,빛
lighten,B2,가볍게 하다
lighter,B1,거룻배
lighting,B2,조명
lightly,B1,가볍게
lightning,B1,번개
like,B1,좋다
like,A1,뜻 검색 실패
like,A1,좋다
likely,A2,~할 것 같은
likeness,B1,초상
likewise,B2,뜻 검색 실패
lily,A1,백합
limb,B2,수족
limit,B1,한계
limit,B1,한계
limitation,B1,한정
limited,B1,제한된
limp,B1,뜻 검색 실패
line,A1,선
line,B2,선
linen,B2,리넨
liner,B2,정기선
ling,B2,링
linger,B2,질질 끌게 하다
link,B1,링크
link,B1,링크
lion,A1,사자
lip,A2,말뿐인
liquid,B1,액체
liquid,B1,뜻 검색 실패
list,A1,목록
list,B2,목록
listen,A1,듣다
listener,B2,경청자
liter/litre,A2,리터/리터
literal,B2,뜻 검색 실패
literally,B2,문자 그대로
literary,B1,문호
literature,B1,문학
litter,B2,뜻 검색 실패
little,A1,작은
little,A1,뜻 검색 실패
little,B1,작은
little,B1,작은
live,B1,살다
live,A1,살다
lively,A2,기운찬
liver,B1,간
living,A1,뜻 검색 실패
living,B2,생활
living room,A1,거실
load,A2,뜻 검색 실패
load,B2,짐
loaf,B1,덩어리
loan,B2,뜻 검색 실패
lobby,B2,로비
local,A2,현지의
locate,B1,위치하고 있다
location,B1,위치
lock,A2,잠그다
lock,B1,잠그다
lodge,B1,별장
log,B1,통나무
logic,B1,논리
logical,A2,논리적
logo,B1,심벌 마크
loneliness,B2,외로움
lonely,A1,뜻 검색 실패
long,A1,긴
long,A2,긴
long-distance,B2,장거리
long-term,B2,장기
look,A1,바라보다
look,A1,바라보다
loose,A2,뜻 검색 실패
loosely,B2,느슨하게
lorry,B1,사륜 짐마차
lose,A2,잃다
loss,B1,손실
lost,A2,잃어버린
lot,A1,많은
lot,A2,많은
lot,A1,많은
lottery,B1,운
loud,B1,시끄러운
loud,B1,시끄러운
loudly,A2,큰 소리로
loudspeaker,B1,뜻 검색 실패
lousy,B2,듬뿍 있는
love,A1,사랑
love,A1,사랑
lovely,A1,사랑스러운
lover,A2,애인
lovingly,B1,사랑스럽게
low,A2,뜻 검색 실패
low,A2,낮은
lower,B2,낮추다
lowland,B2,저지
loyal,B1,충실한
loyalty,B1,충의
luck,A1,뜻 검색 실패
luckily,A2,뜻 검색 실패
lucky,A1,운이 좋은
lucrative,B2,뜻 검색 실패
luggage,B1,수화물
lunch,A1,뜻 검색 실패
lunchtime,A2,점심시간
lung,B1,폐
lush,B2,풍부한
luxurious,B2,고급스러운
luxury,B2,뜻 검색 실패
luxury,B1,뜻 검색 실패
lyric,A2,서정시
lyrics,B2,뜻 검색 실패
'm,A1,'중
machine,A1,기계
mad,A2,미친
madam,B2,부인
madame,B2,부인
madness,B2,뜻 검색 실패
maestro,B2,거장
magazine,A1,잡지
magic,A2,마법
magic,A2,마법
magical,B1,마법 같은
magician,B1,마술사
magnificent,B1,웅장한
magnify,B2,확대하다
mail,A1,우편
mail,B1,우편
mailbox,B1,사서함
main,B1,기본
main course,A2,주 코스
mainly,A2,주로
maintain,B1,유지하다
maintenance,B1,유지
major,A2,주요한
major,B2,주요한
majority,B1,다수
make,B2,만들다
make,A1,만들다
maker,A2,만드는 사람
make-up,A2,조립
malady,B2,질병
malaria,B2,말라리아
male,B1,남성
male,A2,남성
mall,A2,쇼핑 센터
mama/mamma,B2,뜻 검색 실패
man,A1,남성
manage,A2,뜻 검색 실패
management,B1,뜻 검색 실패
manager,A2,뜻 검색 실패
mango,B2,망고
manipulate,B2,조종하다
mankind,B1,인류
manner,A2,방법
mansion,B2,맨션
manual,B2,수동
manual,B2,수동
manufacture,B2,제조
manufacture,B2,제조
manufacturer,B2,제조업체
manufacturing,B2,뜻 검색 실패
many,A1,많은
many,A1,많은
map,A1,지도
maple,B1,단풍나무
marathon,B2,마라톤
marble,B1,대리석
March,A1,3월
march,B1,뜻 검색 실패
march,B1,3월
margin,B2,여유
marine,B1,선박
mark,A2,뜻 검색 실패
mark,A2,표시
marked,B1,두드러진
market,A2,시장
market,B1,시장
marketing,B2,마케팅
marriage,B1,결혼
married,A2,기혼
marry,A2,결혼하다
martial art,B2,무술
marvelous/marvellous,A2,경이롭다/경이롭다
mash,B1,으깨다
mask,B2,마스크
mass,B1,대량의
mass,B2,대량의
massacre,B2,대학살
massage,B2,마사지
masseur,B2,안마사
massive,B1,뜻 검색 실패
master,B2,뜻 검색 실패
masterpiece,B2,걸작
mastery,B2,지배
match,A1,성냥
match,B1,뜻 검색 실패
mate,B2,친구
material,A2,재료
math/maths,A1,뜻 검색 실패
mathematical,B2,매우 정확한
mathematician,B1,수학자
mathematics,B1,수학
matter,A1,문제
matter,A2,문제
mature,B2,성숙한
mausoleum,B2,웅장한 무덤
max,A2,최대
maximum,B1,최고
maximum,B1,최고
may,A1,5월
May,A1,5월
maybe,A1,아마도
mayor,B1,시장
me,A1,나
meal,A1,식사
mean,A2,평균
mean,B2,평균
mean,A1,평균
meaning,A2,의미
meaningful,B1,의미있는
means,B2,수단
meanwhile,B1,그 동안에
measure,B1,측정하다
measure,B1,뜻 검색 실패
measurement,B1,측정
meat,A1,고기
mechanic,B1,정비공
mechanical,B1,기계적인
mechanize/mechanise,B2,기계화하다/기계화하다
medal,A2,메달
media,B2,뜻 검색 실패
medical,A2,의료
medication,B2,약물
medicine,A1,뜻 검색 실패
medieval/mediaeval,B2,중세/중세
mediocre,B2,평범한
meditate,B1,꾀하다
meditation,B1,심사 숙고
Mediterranean,B1,지중해
medium,B1,중간
medium,B1,뜻 검색 실패
meet,A1,만나다
meeting,A1,회의
melody,B2,멜로디
melon,A2,멜론
melt,B1,뜻 검색 실패
member,A2,회원
membership,B1,회원
memorable,B1,기억에 남는
memorial,B2,기념물
memorize/memorise,B1,암기하다/기억하다
memory,A1,뜻 검색 실패
mend,B1,수선
mental,B1,정신적인
mentally,B1,정신적으로
mention,A2,언급하다
mention,B1,언급하다
mentor,B2,멘토르
menu,A2,메뉴
merchandise,B2,상품
merchant,B1,상인
mercy,B2,자비
mere,B1,호수
merely,B1,그저
merge,B2,병합
merger,B2,합병
merry,A1,즐거운
mess,B1,엉망
mess,B2,뜻 검색 실패
message,A1,메시지
message board,B1,메시지 보드
messenger,B2,전령
messy,B1,지저분한
metal,A2,금속
metaphor,B2,은유
meter/metre,A2,미터/미터
method,A2,방법
metric,B2,미터법
micro,B2,마이크로
microbe,B2,미생물
microcomputer,B2,초소형 컴퓨터
micrometer/micrometre,B2,마이크로미터/마이크로미터
microorganism,B2,미생물
microphone,B2,마이크로폰
microscope,B2,현미경
microscopic,B2,미세한
microscopy,B2,현미경 사용
microwave,B2,마이크로파
midday,A2,대낮
middle,A1,가운데
middle,A2,가운데
middle-aged,B1,중년의
midnight,A2,자정
midst,B2,한가운데
might,A2,뜻 검색 실패
mighty,B2,뜻 검색 실패
migration,B2,이주
mild,B1,뜻 검색 실패
mile,B1,뜻 검색 실패
military,A2,군대
milk,A1,우유
mill,B2,밀
millimeter/millimetre,B2,밀리미터/밀리미터
million,A2,백만
millionaire,B2,백만 장자
mimic,B2,모방하다
mind,A1,뜻 검색 실패
mind,A2,정신
mine,B2,내 거
mine,A1,내 거
mineral,B1,광물
mineral water,A2,광천수
miniature,B2,뜻 검색 실패
minimize/minimise,B1,최소화하다/최소화하다
minimum,B1,최저한의
minimum,B1,최저한의
minister,B2,장관
minor,B1,미성년자
minority,B1,소수
mint,B2,박하
minus,B1,마이너스
minute,A1,분
miracle,B1,기적
mirror,A2,거울
mischief,B1,장난
misconception,B2,오인
miserable,B1,비참한
misery,B1,불행
misfortune,B2,불행
mislead,B1,오해하게 하다
misleading,B2,뜻 검색 실패
Miss,A1,놓치다
miss,A1,뜻 검색 실패
missile,B2,미사일
missing,A2,없어진
mission,B1,사명
mist,B2,안개
mistake,A2,실수
mistreat,B2,학대하다
mistrustful,B2,의심 많은
misty,B1,뜻 검색 실패
misunderstand,B2,오해하다
misunderstanding,B1,오해
mix,B2,혼합
mix,A2,혼합
mixing bowl,B1,믹싱볼
mixture,B2,혼합물
mobile,A2,이동하는
mobile,A1,이동하는
mobile phone,A1,휴대전화
mobility,B2,유동성
mock,B2,뜻 검색 실패
modal verb/modal,B1,모달 동사/모달
model,B1,모델
model,A2,모델
model,B1,모델
modem,B1,모뎀
moderate,B1,보통의
modern,A2,현대의
modernization/modernisation,B2,현대화/현대화
modernize/modernise,B2,현대화하다/현대화하다
modest,B2,보통의
modification,B2,가감
modify,B1,수정하다
mogul,B2,무굴 사람
moisture,B1,수분
mold/mould,B2,금형/금형
molecule,B1,분자
mom,A1,엄마
moment,A1,순간
momentarily,B2,즉시
momentary,B2,순간적인
mommy/mommie,A1,엄마/엄마
monastery,B2,수도원
Monday,A1,월요일
money,A1,돈
monitor,B1,감시 장치
